Unnamed: 0,name,url,year,certificate,rating,votes,plot,Action,Adventure,Comedy,Crime,Family,Fantasy,Mystery,Sci-Fi,Thriller
3150,Ghouls 'n Ghosts,https://www.imdb.com/title/tt0290629/?ref_=adv_li_tt,1988.0,,7.1,226.0,The Great Demon King Lucifer has become the new leader of Ghoul Realm and has struck the Princess with one of his laser beams. Arthur must destroy the demon in order to rescue the Princess' soul and bring her back to life.,True,True,False,False,False,True,False,False,False
3151,Mortal Kombat 11: Aftermath,https://www.imdb.com/title/tt15671462/?ref_=adv_li_tt,2020.0,M,6.9,39.0,Add a Plot,True,True,False,False,False,True,False,False,False
3152,Brothers in Arms: Earned in Blood,https://www.imdb.com/title/tt0484820/?ref_=adv_li_tt,2005.0,,7.9,389.0,"Earned in Blood is the sequel of the Brothers in Arms: Road to Hill 30. It focuses on Joe ""Red"" Hartsock, one of the characters from the game as the main protagonist and follows his part in... See full summary »",True,False,False,False,False,False,False,False,False
3153,Bugs Bunny & Taz: Time Busters,https://www.imdb.com/title/tt0273484/?ref_=adv_li_tt,2000.0,E,8.2,109.0,Bugs Bunny and The Tasmanian Devil must go back into time to bring back a stolen time gem from Daffy Duck.,True,True,False,False,True,False,False,False,False
3154,Fox Hunt,https://www.imdb.com/title/tt0380367/?ref_=adv_li_tt,1996.0,,7.1,53.0,"Slacker Jack Fremont is about to be evicted for skipping the rent, but CIA recruits him due to his vast knowledge of TV shows to stop an ex KGB spy who'll nuke L.A. unless the popular US TV shows he created incognito finally credit him.",True,True,True,False,False,False,False,False,False
3155,Onimusha: Dawn of Dreams,https://www.imdb.com/title/tt0796361/?ref_=adv_li_tt,2006.0,M,7.5,314.0,"Decades after the fall of Japanese warlord Nobunaga Oda, Soki, a warrior who possesses Oni powers is on a quest to stop Hideyoshi Toyotomi, who has unified Japan in league with his demonic army of Genma.",True,True,False,False,False,True,False,False,False
3156,3 Ninjas Kick Back,https://www.imdb.com/title/tt0296476/?ref_=adv_li_tt,1995.0,E,5.2,58.0,"Rocky, Colt and Tum Tum jump from their hit sequel into this awesome action game! The boys fight with their weapons of choice: Rocky has a Ninja staff, Colt has Katana blades, and Tum Tum ... See full summary »",True,True,True,False,False,False,False,False,False
3157,The Elder Scrolls V: Skyrim Mod - Wyrmstooth,https://www.imdb.com/title/tt8954090/?ref_=adv_li_tt,2011.0,M,8.6,15.0,The East Empire Company commissions the Dragonborn to slay a dragon that is interrupting trade routes throughout Skyrim. But is the dragon stirring up trouble with a particular reason and what sinister motive does it have for its actions?,True,True,False,False,False,True,False,False,False
3158,Gangstar Rio: City of Saints,https://www.imdb.com/title/tt14551076/?ref_=adv_li_tt,2011.0,M,7.9,11.0,"The acclaimed Gangstar series is back on Android devices to offer you a whole new place to have criminally good fun, You'll never experience a better way to discover Rio de Janeiro.",True,True,False,True,False,False,False,False,False
3159,Sonic Generations,https://www.imdb.com/title/tt6669842/?ref_=adv_li_tt,2011.0,E,6.5,68.0,"The 3DS version of Sonic Generations, featuring roughly the same plot but entirely different game-play and levels to the console version of the game.",True,True,False,False,True,False,False,False,False
3160,World of Warcraft: Cataclysm,https://www.imdb.com/title/tt1773838/?ref_=adv_li_tt,2010.0,T,7.6,1289.0,"The insane black dragon Deathwing has returned, causing a great disaster that reshapes the entire world of Azeroth.",True,True,False,False,False,True,False,False,False
3161,The Amazing Spider-Man vs. The Kingpin,https://www.imdb.com/title/tt6554120/?ref_=adv_li_tt,1993.0,,7.2,30.0,Spider-Man must battle various supervillains to obtain the keys needed to disarm a nuclear bomb that the Kingpin plans to detonate within twenty-four hours.,True,False,False,False,False,False,False,True,False
3162,Chip 'n' Dale: Rescue Rangers,https://www.imdb.com/title/tt0294443/?ref_=adv_li_tt,1990.0,,7.3,322.0,"The evil Fat Cat is at it again. He tricked the Rescue Rangers into thinking their neighbor's kitten was kidnapped, when in fact Fat Cat had lead them into a trap. He's taken Gadget to his ... See full summary »",True,True,False,False,True,False,False,False,False
3163,Fallout 4: Nuka-World,https://www.imdb.com/title/tt15378570/?ref_=adv_li_tt,2016.0,M,6.5,45.0,"Take a trip to Nuka-World, a vast amusement park now a lawless city of Raiders. Explore an all-new region with an open wasteland and park zones like Safari Adventure, Dry Rock Gulch, Kiddie... See full summary »",True,True,False,False,False,False,False,True,False
3164,Othercide,https://www.imdb.com/title/tt12534196/?ref_=adv_li_tt,2020.0,M,7.1,15.0,"Descend into Humanity's last hope. The Daughters, echoes of the greatest warrior to ever live, are all who stand before Suffering and death. Lead your army of Daughters to battle with all ... See full summary »",True,False,False,False,False,False,False,False,False
3165,Pit People,https://www.imdb.com/title/tt10482082/?ref_=adv_li_tt,2017.0,,7.9,16.0,"Horatio, a simple blueberry farmer, has his son kidnapped by a giant purple space bear named Bear (yes, Bear) and a bunch of Child Eaters, now Horatio, fueled by rage, travels the land finding revenge for his son.",True,True,True,False,False,False,False,False,False
3166,Crash Boom Bang!,https://www.imdb.com/title/tt14220810/?ref_=adv_li_tt,2006.0,E,3.1,14.0,"Roll the dice and dive into one of the 40 multiplayer action-oriented mini-games, Crash Bandicoot style.",True,True,False,False,False,False,False,False,False
3167,Resident Evil: Umbrella Corps,https://www.imdb.com/title/tt5438094/?ref_=adv_li_tt,2016.0,M,2.2,190.0,"Umbrella Corps brings a competitive experience featuring new types of strategy and technique blended with elements from the world of Resident Evil, to create a ""unique"" kind of shooter.",True,False,False,False,False,False,False,True,False
3168,The Elder Scrolls IV: Shivering Isles,https://www.imdb.com/title/tt5095480/?ref_=adv_li_tt,2007.0,,8.5,380.0,"Expansion pack for The Elder Scrolls IV: Oblivion (2006). The player becomes Sheogorath's protégé, and together they try to defeat the Daedric Lord of Order, Jyggalag, thus preventing the isles from being destroyed.",True,True,False,False,False,True,False,False,False
3169,The King of Fighters '97,https://www.imdb.com/title/tt0314272/?ref_=adv_li_tt,1997.0,T,8.1,205.0,"This version introduces the dual mode play system: Advanced and Extra. Advanced allows for a faster, offensive play while Extra allows for a more defensive, special-intensive play.",True,False,False,False,False,False,False,True,False
3171,Disney's Animated Storybook: Mulan,https://www.imdb.com/title/tt8373204/?ref_=adv_li_tt,1998.0,E,4.1,15.0,Learn the story of Fa Mulan based on the iconic Disney film.,True,True,True,False,False,False,False,False,False
3172,Super Meat Boy Forever,https://www.imdb.com/title/tt9442044/?ref_=adv_li_tt,2020.0,T,6.2,31.0,"The sequel to Super Meat Boy is here. Meat Boy and Bandage Girl must run, slide, tackle, jump, punch, and kick their way through over 7,000 levels to save their daughter Nugget from Dr. ... See full summary »",True,True,True,False,False,False,False,False,False
3173,Stuntman: Ignition,https://www.imdb.com/title/tt2569290/?ref_=adv_li_tt,2007.0,T,6.3,75.0,"Stuntman: Ignition follows a small-time stunt driver as he tries to make his way to become a top Hollywood stunt driver. At the start of each new movie, the player is presented with a short... See full summary »",True,False,False,False,False,False,False,False,False
3176,Nightbreed: The Interactive Movie,https://www.imdb.com/title/tt6224874/?ref_=adv_li_tt,1990.0,,7.2,11.0,"Nightbreed (1990) video game adaptation in the form of an interactive visual novel. Aaron Boone must stop a sadistic serial killer known as 'The Mask'. In the process, he meets Nightbreed, a mutant species of humanoids.",True,True,False,False,False,True,False,False,False
3177,Shantae: Risky's Revenge,https://www.imdb.com/title/tt3394576/?ref_=adv_li_tt,2010.0,E10+,7.5,74.0,Shantae must find three magical seals to prevent lady pirate Risky Boots from unlocking the stolen magic lamp's evil power.,True,True,True,False,False,False,False,False,False
3178,Beat Down: Fists of Vengeance,https://www.imdb.com/title/tt0499185/?ref_=adv_li_tt,2005.0,M,7.4,39.0,"You assume the role of one of the five underworld enforcers: Raven, Jason G, Aaron, Gina or Lola. When you witnessed the dead bodies of the drug dealers in the warehouse as taking part of ... See full summary »",True,False,False,True,False,False,False,False,False
3179,Mordhau,https://www.imdb.com/title/tt10441326/?ref_=adv_li_tt,2019.0,,7.4,49.0,Mordhau is a multiplayer medieval melee game with a strong emphasis on skill-based combat.,True,False,False,False,False,False,False,False,False
3180,Animaniacs,https://www.imdb.com/title/tt3687564/?ref_=adv_li_tt,1994.0,,7.7,45.0,"Super Nintendo game. Yakko, Wakko and Dot go on a quest to stop Pinky and the Brain from taking over the world.",True,False,False,False,False,False,False,False,False
3181,Space Channel 5,https://www.imdb.com/title/tt0365781/?ref_=adv_li_tt,1999.0,T,8.3,116.0,"With only a microphone, blasters, some musical instruments, platform shoes and a fashionable wardrobe, it's up to Ulala to find Jaguar and defeat Shadow.",True,True,False,False,False,False,False,False,False
3182,Serious Sam: The Second Encounter,https://www.imdb.com/title/tt0408173/?ref_=adv_li_tt,2002.0,M,7.8,590.0,"Sam ""Serious"" Stone, the last surviving member of the Human race, must make his way across time and several continents to defeat Mental, the overlord of the aliens invading Earth.",True,True,True,False,False,False,False,False,False
3183,I Am Legend: Survival,https://www.imdb.com/title/tt1127217/?ref_=adv_li_tt,2007.0,,6.9,36.0,"An online, multiplayer first-person shooter that transports players into a over 60 acres of New York City, which has fallen into chaos because of virus that has turned most of humankind into the Infected.",True,False,False,False,False,False,False,False,True
3184,Tarzan Activity Center,https://www.imdb.com/title/tt0216267/?ref_=adv_li_tt,1999.0,E,6.6,19.0,"Activity center game based on Disney's Tarzan (1999). Play three mini-games (a climbing puzzle game, a breakout clone and tile matching) or paint and play three songs from the movie.",True,False,False,False,True,False,False,False,False
3185,Mortal Kombat Gold,https://www.imdb.com/title/tt0214964/?ref_=adv_li_tt,1999.0,M,7.1,266.0,"In this upgrade to Mortal Kombat 4 (1997), Kombat warriors Kitana, Mileena, Cyrax, Kung Lao, Baraka and Sektor return to battle it out with the original 15 warriors.",True,False,False,False,False,True,False,True,False
3186,Tokyo Mirage Sessions #FE Encore,https://www.imdb.com/title/tt10922828/?ref_=adv_li_tt,2020.0,T,8.0,23.0,"An interdimensional evil has invaded modern-day Tokyo, resulting in this fantastical barrage of music, style, and danger. So, fight back. Battle through dungeons to and creatively decimate your foes before all hope fades to black.",True,False,False,False,False,False,False,False,False
3187,Dirty Harry,https://www.imdb.com/title/tt0453468/?ref_=adv_li_tt,1990.0,Not Rated,6.2,38.0,"In this side-scrolling 2D action adventure platformer for NES based on the Dirty Harry movie franchise, Harry must navigate the gang-infested San Francisco streets, sewers and the Alcatraz to take down the crime lord named Anaconda.",True,False,False,True,False,False,False,False,True
3189,Game & Watch Gallery 4,https://www.imdb.com/title/tt2315036/?ref_=adv_li_tt,2002.0,E,6.5,16.0,The fourth game in the Game and Watch Gallery series.,True,False,False,False,False,True,False,False,False
3190,Revolution-X,https://www.imdb.com/title/tt0310068/?ref_=adv_li_tt,1995.0,M,6.0,47.0,Explore a maze of locations shooting the bad guys and freeing members of the band Aerosmith.,True,False,False,False,False,False,False,False,False
3191,Metal Wolf Chaos,https://www.imdb.com/title/tt1196658/?ref_=adv_li_tt,2004.0,T,7.6,31.0,"In the early 21st century, America has plunged into a state of civil and economic unrest, and several states attempt to secede from America to protect their own interests as a result, ... See full summary »",True,True,True,False,False,False,False,False,False
3192,Koudelka,https://www.imdb.com/title/tt0272164/?ref_=adv_li_tt,1999.0,M,7.6,80.0,"A psychic gypsy, a holy man, and another man bearing a gun enter an old monistary that had an ominous feeling coming from it. The place turns out to be haunted with unspeakable monsters and... See full summary »",True,False,False,False,False,False,False,False,False
3194,Medal of Honor: Allied Assault - Spearhead,https://www.imdb.com/title/tt0358585/?ref_=adv_li_tt,2003.0,,7.8,765.0,Sergeant Jack Barnes will participate in the liberation of France and Belgium on the way to Berlin - center of the Nazi regime.,True,True,False,False,False,False,False,False,False
3195,Streets of Rage 3,https://www.imdb.com/title/tt0316698/?ref_=adv_li_tt,1994.0,Unrated,7.3,579.0,"There is just no keeping Mr. X down. He's back again to terrorize the city. So Axel, Blaze and Skate, with the help of Dr. Zan, set out to stop him.",True,True,False,True,False,False,False,False,False
3196,Katamari Damacy,https://www.imdb.com/title/tt0432916/?ref_=adv_li_tt,2004.0,E,8.6,357.0,"Playing as the royal son of the Prince of All Cosmos, you are sent to Earth with orders to roll its contents into several oddly-shaped balls to be used as replacements for the missing stars and constellations in the sky.",True,False,False,False,False,True,False,False,False
3197,Homeworld: Deserts of Kharak,https://www.imdb.com/title/tt5397422/?ref_=adv_li_tt,2016.0,,7.5,43.0,Add a Plot,True,False,False,False,False,False,False,True,False
3198,Yu-Gi-Oh! Power of Chaos: Yugi the Destiny,https://www.imdb.com/title/tt10763542/?ref_=adv_li_tt,2003.0,E,7.7,43.0,Yu-Gi-Oh. Power of Chaos: Yugi the Destiny is the first Yu-Gi-Oh. game for PC and the first of the three Power of Chaos games.,True,False,False,False,False,True,False,False,False
3199,Real Racing 3,https://www.imdb.com/title/tt7094034/?ref_=adv_li_tt,2013.0,E,7.7,54.0,"Drive a wide variety of automobiles, from everyday heroes to hypercars, in varied racing events across various tracks in the world.",True,True,False,False,False,False,False,False,False
3200,Mega Man Zero,https://www.imdb.com/title/tt0378672/?ref_=adv_li_tt,2002.0,E,7.6,131.0,"A century after the Maverick wars, a strangely tyrannical Mega Man X governs Neo Arcadia and has cornered a Resistance faction he's labeled Mavericks, when their leader, the human scientist Ciel, finally locates the resting place of Zero.",True,True,False,False,False,False,False,True,False
3201,Elite,https://www.imdb.com/title/tt0367698/?ref_=adv_li_tt,1984.0,,8.4,98.0,The classic space trading game. You and your Cobra Mk III battle wagon have to become 'Elite.' but this is only achieved if you do very suicidal things You start the game with the rating '... See full summary »,True,True,False,False,False,False,False,True,False
3202,Icewind Dale: Heart of Winter,https://www.imdb.com/title/tt0269357/?ref_=adv_li_tt,2001.0,T,7.6,349.0,"Expansion pack for Icewind Dale (2000), introducing many changes and additions to the original game, and including a new campaign.",True,True,False,False,False,True,False,False,False
3203,Donkey Kong,https://www.imdb.com/title/tt3472820/?ref_=adv_li_tt,1982.0,,6.6,34.0,This is the Atari 2600 version of the arcade game.,True,False,False,False,True,False,False,False,False
3204,Fallout 3: Broken Steel,https://www.imdb.com/title/tt1925430/?ref_=adv_li_tt,2009.0,,7.7,334.0,"Expansion pack for Fallout 3 (2008). After Project Purity, your main goal is to wipe out the Enclave.",True,True,False,False,False,False,False,True,False
3205,Justice League: Injustice for All,https://www.imdb.com/title/tt4829820/?ref_=adv_li_tt,2002.0,,6.7,27.0,Add a Plot,True,False,False,False,False,False,False,False,False
3207,Mega Man 3,https://www.imdb.com/title/tt0206931/?ref_=adv_li_tt,1990.0,E,8.0,791.0,"Dr. Wily has reformed, but while he and Dr. Light create a peacekeeping robot, eight Robot Masters have stolen important components that Mega Man must recover.",True,True,False,False,True,False,False,False,False
3208,Metal Slug X,https://www.imdb.com/title/tt0280938/?ref_=adv_li_tt,1999.0,T,7.8,380.0,Enhanced version of Metal Slug 2 (1998) with increased difficulty and some new elements.,True,False,False,False,False,False,False,False,False
3209,Super Punch-Out!!,https://www.imdb.com/title/tt0497981/?ref_=adv_li_tt,1994.0,K-A,7.2,195.0,Super Punch-Out!. is a boxing video game developed and published by Nintendo for the Super Nintendo Entertainment System.,True,False,False,False,False,False,False,False,False
3210,SpongeBob SquarePants: SuperSponge,https://www.imdb.com/title/tt0306086/?ref_=adv_li_tt,2001.0,E,7.4,198.0,"It's Patrick Star's birthday, and SpongeBob must undertake challenges so he can get what he wants for Patrick - autographs of Mermaid Man and Barnacle Boy.",True,True,False,False,True,False,False,False,False
3211,Aqua Teen Hunger Force Zombie Ninja Pro-Am,https://www.imdb.com/title/tt1147466/?ref_=adv_li_tt,2007.0,M,7.3,68.0,Add a Plot,True,True,False,False,False,False,False,False,False
3212,Neptunia reVerse,https://www.imdb.com/title/tt13592304/?ref_=adv_li_tt,2020.0,T,8.1,10.0,"A distant world comprised of four nations, each under the divine protection of a Goddess. Planeptune: Land of Purple Progress, ruled by Neptune, Lastation: Land of Black Regality, ruled by ... See full summary »",True,True,False,False,False,False,False,False,False
3213,Sonic the Hedgehog 2,https://www.imdb.com/title/tt6296976/?ref_=adv_li_tt,1992.0,,7.2,233.0,"Sonic returns from one of his adventures to find his island taken over by Robotnik, and his friends captured. And Sonic must bring peace to South Island once again, and collect all the Chaos Emeralds in order to save Tails.",True,True,False,False,True,False,False,False,False
3214,Puyo Puyo Tetris 2,https://www.imdb.com/title/tt13082960/?ref_=adv_li_tt,2020.0,E10+,5.8,17.0,Enter a delightful new dimension of puzzle challenge when Japan's beloved series Puyo Puyo and the world-renowned Tetris® blend their legendary gameplay in this unique crossover.,True,False,True,False,True,False,False,False,False
3215,Comix Zone,https://www.imdb.com/title/tt0356481/?ref_=adv_li_tt,1995.0,K-A,7.5,381.0,"While drawing his favorite character Mortus, Sketch Turner, a struggling comic book artist falls into his own comic book creation. The two switch places, and the confused artist Sketch finds himself trapped in the world that he created.",True,True,False,False,False,True,False,False,False
3217,Dr. Jekyll and Mr. Hyde,https://www.imdb.com/title/tt1410268/?ref_=adv_li_tt,1988.0,Not Rated,1.9,173.0,"A mild-mannered doctor (Jekyll) with a monstrous alter-ego (Hyde) must navigate through the streets of London where they are constantly accosted by well-dressed thugs, defecating crows, ... See full summary »",True,False,False,False,True,False,False,False,False
3218,Operation Flashpoint: Cold War Crisis,https://www.imdb.com/title/tt0363859/?ref_=adv_li_tt,2001.0,,8.2,296.0,"In 1985, war escalates in the fictitious Malden island group and American Colonel Blake moves in to investigate the loss of contact with island Everon.",True,False,False,False,False,False,False,False,False
3219,Dust: A Tale of the Wired West,https://www.imdb.com/title/tt0243233/?ref_=adv_li_tt,1995.0,,8.6,51.0,"First person adventure with action elements set in 1882 about a stranger and card player in Diamondback, New Mexico, who must help the townsfolk and defeat both a dangerous card shark, the Kid, and supernatural Bloodstone.",True,True,False,False,False,True,False,False,False
3220,Transformers Universe,https://www.imdb.com/title/tt3518070/?ref_=adv_li_tt,2014.0,,6.3,27.0,Add a Plot,True,False,False,False,False,False,False,True,False
3221,Napoleon: Total War,https://www.imdb.com/title/tt1623685/?ref_=adv_li_tt,2010.0,,7.8,454.0,A great travel through the massive empires of the Napoleonic Wars' age.,True,False,False,False,False,False,False,False,False
3222,Dark Souls III: Ashes of Ariandel,https://www.imdb.com/title/tt13961072/?ref_=adv_li_tt,2016.0,,8.2,254.0,Add a Plot,True,True,False,False,False,True,False,False,False
3224,Killzone: Mercenary,https://www.imdb.com/title/tt2409484/?ref_=adv_li_tt,2013.0,M,7.8,151.0,"War between the Helghast and the ISA has escalated, and the ISA has decided to use Mercenaries as a last resort, to finish the war. You play as a mercenary hired by the ISA to fight the ... See full summary »",True,False,False,False,False,False,False,True,False
3225,LawBreakers,https://www.imdb.com/title/tt3847112/?ref_=adv_li_tt,2017.0,,3.9,46.0,"What worked in other first-person shooters will get you merc'd. Legendary game designer Cliff Bleszinski and Boss Key Productions crafted a chaotic, frenetic, multiplayer FPS for skilled ... See full summary »",True,False,False,False,False,False,False,True,False
3226,Seven Samurai 20XX,https://www.imdb.com/title/tt0407195/?ref_=adv_li_tt,2004.0,T,6.8,25.0,Add a Plot,True,True,False,False,False,False,False,True,False
3227,Steel Harbinger,https://www.imdb.com/title/tt0475403/?ref_=adv_li_tt,1996.0,M,6.2,7.0,"Late 21st century apocalyptic war-torn Earth has been invaded by alien pods that turn people into deadly alien drones. Humanity's last hope is Miranda Bowen, who's body has been infected by a pod, but her mind is still in control.",True,False,False,False,False,False,False,True,False
3228,Teenage Mutant Ninja Turtles: Portal Power,https://www.imdb.com/title/tt5337232/?ref_=adv_li_tt,2016.0,,6.0,23.0,Add a Plot,True,False,False,False,False,False,False,False,False
3229,Modern Combat 2: Black Pegasus,https://www.imdb.com/title/tt14766660/?ref_=adv_li_tt,2010.0,M,6.6,8.0,Modern Combat 2: Black Pegasus is a stylish first-person shooter for Android and iOS which takes you to the heart of war in a variety of locations around the world.,True,True,False,False,False,False,False,False,False
3230,Shadow Fight 3,https://www.imdb.com/title/tt7697936/?ref_=adv_li_tt,2017.0,,7.5,40.0,"There are three main guilds that use the Shadow Energy in the story, the Legion and the Dynasty, the conflict of ideology and strength, along with a secret society of masters. thorough ... See full summary »",True,False,False,False,False,False,False,False,False
3231,Pac-Man World 2,https://www.imdb.com/title/tt0289378/?ref_=adv_li_tt,2001.0,E,7.0,136.0,"Pacman must retrieve the golden fruit stolen by the ghost gang, and defeat the evil ancient ghost Spooky before he destroys Pacman's beautiful tree.",True,True,False,False,True,False,False,False,False
3232,Tempest,https://www.imdb.com/title/tt0335464/?ref_=adv_li_tt,1981.0,Unrated,7.1,66.0,"You control a yellow crab-shaped shooter that travels along the outside rim of a 3-dimensional tunnel, shooting enemies down the alleys of the tunnel while avoiding any coming down the ... See full summary »",True,False,False,False,False,False,False,True,False
3233,Fuse,https://www.imdb.com/title/tt2890876/?ref_=adv_li_tt,2013.0,,7.3,75.0,"You are a team of soldiers for hire, who possess super weapons called xenotech. You are tasked with stopping advanced terrorists from making bombs out of an ingredient called fuse.",True,False,False,False,False,False,False,True,False
3234,Yoshi's Crafted World,https://www.imdb.com/title/tt7904082/?ref_=adv_li_tt,2019.0,E,7.6,193.0,Yoshi's greatest Switch game ever.,True,True,False,False,False,True,False,False,False
3235,Mario Kart: Super Circuit,https://www.imdb.com/title/tt0300181/?ref_=adv_li_tt,2001.0,E,7.2,483.0,"In Mario Kart Super Circuit up to 4 players can compete in 40 classic and brand-new tracks, using only one Game Pak. The first handheld version also features a Battle mode.",True,False,False,False,True,False,False,False,False
3236,Jagged Alliance 2,https://www.imdb.com/title/tt0243339/?ref_=adv_li_tt,1999.0,,9.0,304.0,"When an overthrown and believed to be dead Monarch, Enrico Chivaldori, witnesses his country enslaved under the cruel regime of his former wife; Queen Deidranna, the former ruler contacts a... See full summary »",True,False,False,False,False,False,False,False,False
3237,Black Panther 2: Yakuza Azura,https://www.imdb.com/title/tt6425828/?ref_=adv_li_tt,2012.0,,6.2,13.0,Add a Plot,True,False,False,True,False,False,False,False,False
3238,Fire Emblem: Path of Radiance,https://www.imdb.com/title/tt0760236/?ref_=adv_li_tt,2005.0,T,8.2,192.0,"Not all is well in the land of Tellius, as the nation Daein invades Crimea. Only Ike, and his group of mercenaries can stop Daein from spreading its terror.",True,True,False,False,True,False,False,False,False
3239,Sonic: The Fighters,https://www.imdb.com/title/tt0424457/?ref_=adv_li_tt,1996.0,E,5.4,215.0,Choose from a roster of characters from the Sonic the Hedgehog series and fight in a tournament to earn Chaos Emeralds to power a spaceship and stop Doctor Robotnik and Metal Sonic from building a fortress in space.,True,False,False,False,True,True,False,False,False
3240,Separate Ways,https://www.imdb.com/title/tt13037440/?ref_=adv_li_tt,2005.0,,8.4,39.0,"Separate Ways is a side campaign which places you in the heels of Ada Wong, as she wreaks her own havoc over the course of Resident Evil 4.",True,True,False,False,False,False,False,False,False
3241,Herc's Adventures,https://www.imdb.com/title/tt0456973/?ref_=adv_li_tt,1997.0,,8.3,36.0,"Herc (Hercules), Atlanta (Atalanta), or Jason are on a quest to defeat Hades and save the goddess of nature.",True,True,False,False,False,False,False,False,False
3242,Treasure Planet: Battle at Procyon,https://www.imdb.com/title/tt0356143/?ref_=adv_li_tt,2002.0,E,7.6,26.0,Real time strategy game set five years after the events of Disney's Treasure Planet (2002). Jim Hawkins has become an officer in the Royal Navy and must defend his world from a mysterious invading fleet with John Silver's help.,True,False,False,False,False,False,False,True,False
3243,Angry Birds Reloaded,https://www.imdb.com/title/tt17787938/?ref_=adv_li_tt,2021.0,E,6.5,6.0,"The world's most famous flock has returned in a new version of the mobile game that took the world by storm. Join Red, Chuck, Bomb, Silver and the rest of the gang for classic slingshot action that will please fans of all ages.",True,True,False,False,True,False,False,False,False
3244,Nickelodeon Kart Racers 2: Grand Prix,https://www.imdb.com/title/tt13338672/?ref_=adv_li_tt,2020.0,,7.1,56.0,"The sequel of Nickelodeon Kart Racers (2018), featuring 30 playable characters and 28 courses.",True,False,False,False,False,False,False,False,False
3245,Patapon,https://www.imdb.com/title/tt3018110/?ref_=adv_li_tt,2007.0,E,7.1,80.0,Patapon is a video game published originally for the PlayStation Portable handheld game console combining game play features of a rhythm game and a god game.,True,False,False,False,False,False,False,False,False
3246,Sonic Rivals,https://www.imdb.com/title/tt1332121/?ref_=adv_li_tt,2006.0,E,6.8,90.0,"Sonic, Knuckles, Shadow, and Silver must race against time to stop Dr. Eggman's latest plan to take over the world.",True,False,False,False,True,True,False,False,False
3247,Epic Mickey: Power of Illusion,https://www.imdb.com/title/tt3053470/?ref_=adv_li_tt,2012.0,E,7.6,28.0,"Mickey has returned with his trusty brush, but this time a castle of illusion took Minnie and many other cartoon characters!",True,True,False,False,True,False,False,False,False
3248,Terminator: Resistance Annihilation Line,https://www.imdb.com/title/tt18775074/?ref_=adv_li_tt,2021.0,,9.2,8.0,Venture beyond the line of fire to complete an essential mission led by hero of the Resistance Kyle Reese.,True,False,False,False,False,False,False,False,False
3249,Flashback: The Quest for Identity,https://www.imdb.com/title/tt0829171/?ref_=adv_li_tt,1992.0,E10+,8.1,287.0,"The year is 2142. After escaping from a sinister facility, Conrad B. Hart awakes in the middle of a jungle, with no memory of who he is or why people are trying to kill him.",True,True,False,False,False,False,False,True,False
3250,Chicken Invaders 2: The Next Wave,https://www.imdb.com/title/tt2823906/?ref_=adv_li_tt,2003.0,,7.9,37.0,"Just when you thought it was safe to eat chicken again, the chickens have returned with an organized invasion to take over the entire solar system. Journey to each planet and fight your way through to save the world (again).",True,True,False,False,False,False,False,True,False
3251,Total War: Three Kingdoms,https://www.imdb.com/title/tt8061198/?ref_=adv_li_tt,2004.9067160962152,,7.8,98.0,"The year is 190CE. China is in turmoil. The Han Dynasty crumbles before the child-emperor. He is but a figurehead; a mere puppet for the tyrant warlord Dong Zhuo. Until three heroes, sworn ... See full summary »",True,False,False,False,False,False,False,False,False
3252,Megaman ZX Advent,https://www.imdb.com/title/tt4836782/?ref_=adv_li_tt,2007.0,E10+,7.3,37.0,"In this sequel to 2006's ""Megaman ZX"", the player can choose between two characters: Grey, a mysterious Reploid boy suffering from amnesia, trying to find out who (and what) he really is, ... See full summary »",True,True,False,False,False,False,False,True,False
3253,Double Dragon Neon,https://www.imdb.com/title/tt2492820/?ref_=adv_li_tt,2012.0,T,6.3,68.0,"Billy Lee and Jimmy Lee return in this creative re-imagining of the classic beat 'em up to rescue Marian from the Shadow Warriors gang, this time led by the super-lich Skullmageddon.",True,True,True,False,False,False,False,False,False
3254,Senran Kagura 2: Deep Crimson,https://www.imdb.com/title/tt6384624/?ref_=adv_li_tt,2014.0,M,7.5,16.0,Add a Plot,True,False,False,False,False,False,False,False,False
3255,Noctropolis,https://www.imdb.com/title/tt0184785/?ref_=adv_li_tt,1994.0,,7.5,47.0,"Peter Grey is a guy who owns a bookstore and is a huge fan of the ""Darksheer"" comic book series. Darksheer is a superhero, and with his partner Stiletto, a former supervillain, is the ... See full summary »",True,True,False,False,False,True,False,False,False
3256,Cruis'n World,https://www.imdb.com/title/tt0331975/?ref_=adv_li_tt,1996.0,Unrated,6.9,88.0,Cruis'n World allows players to race on various tracks around the world.,True,False,False,False,True,False,False,False,False
3257,We Are Angels,https://www.imdb.com/title/tt5513720/?ref_=adv_li_tt,1997.0,,7.8,21.0,"Animated 2D platformer based on the Italian TV series of the same name. Heroic fake monk Orso must escape jail and defeat Santillana, the strongman of San Rolando village. You get FMV briefings from Orso. The game has six stages.",True,True,True,False,False,False,False,False,False
3258,The Italian Job,https://www.imdb.com/title/tt0290675/?ref_=adv_li_tt,2001.0,T,6.9,79.0,Video game based on a comic caper movie about a plan to steal a gold shipment from the streets of Turin by creating a traffic jam.,True,False,False,True,False,False,False,False,False
