Unnamed: 0,name,url,year,certificate,rating,votes,plot,Action,Adventure,Comedy,Crime,Family,Fantasy,Mystery,Sci-Fi,Thriller
3259,Ys Book I and II,https://www.imdb.com/title/tt0218737/?ref_=adv_li_tt,1990.0,,8.4,86.0,"You play as Adol who goes on an adventure fighting monsters, later on, he climbs Darm Tower to fight Dark Fact. In the Sequel, Adol is sent to the floating island of YS to save the people from the demons and monsters, and to fight Darm.",True,True,False,False,False,True,False,False,False
3260,Homeworld: Cataclysm,https://www.imdb.com/title/tt0410084/?ref_=adv_li_tt,2000.0,,8.4,73.0,Add a Plot,True,True,False,False,False,False,False,True,False
3261,Colin McRae: Dirt 2,https://www.imdb.com/title/tt3332360/?ref_=adv_li_tt,2009.0,T,7.7,239.0,"The king of off-road racing returned with DiRT 2, This time sporting a new, turbo-charged career mode, With a career that covered both solo and multi-car off-road racing, All racing games fans can enjoy.",True,True,False,False,True,False,False,False,False
3262,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,https://www.imdb.com/title/tt0901689/?ref_=adv_li_tt,2006.0,,7.7,57.0,Add a Plot,True,True,False,False,False,False,False,False,False
3263,Tenchu: Return from Darkness,https://www.imdb.com/title/tt0464259/?ref_=adv_li_tt,2004.0,M,7.7,14.0,Add a Plot,True,True,False,False,False,False,False,False,False
3264,Kingdom Rush,https://www.imdb.com/title/tt4018324/?ref_=adv_li_tt,2011.0,,8.3,97.0,"When the evil Vez'nan is threatening the kingdom with his army of monsters, only one general is able to fight back against the incoming threat.",True,True,True,False,False,False,False,False,False
3265,M&M's: The Lost Formulas,https://www.imdb.com/title/tt2061739/?ref_=adv_li_tt,2000.0,E,6.3,56.0,"M&M Minis have taken control of the candy factory, and you and M&M yellow must save the day, It's a race against exploding candy crates, wild robots, crazed conveyor belts, and meddlesome Minis gone mad.",True,True,True,False,False,False,False,False,False
3266,LocoCycle,https://www.imdb.com/title/tt2188992/?ref_=adv_li_tt,2013.0,T,7.0,27.0,"A highly advanced artificially intelligent motorcycle, ""I.R.I.S."", and its mechanic and co-pilot Pablo must stop an evil A.I. motorcycle, S.P.I.K.E., as well as Holt Ryebach, the mad leader of a mellow biker club.",True,False,True,True,False,False,False,False,False
3267,Clash of the Titans,https://www.imdb.com/title/tt1589998/?ref_=adv_li_tt,2010.0,,5.5,117.0,"Hades has unleashed his minions and you must conquer all or be conquered, in this epic war of the gods. Relive the adventures of Perseus as you battle through a vast mythical underworld with over 100 different enemies.",True,True,False,False,False,False,False,False,False
3268,Pokémon Black Version 2,https://www.imdb.com/title/tt2332332/?ref_=adv_li_tt,2012.0,E,8.2,528.0,"2 years later in Unova the legendary Pokémon Kyurem has fused with Zekrom as part of Team Plasma's plan, and it's up to you to stop them. In addition, you must travel through Unova and battle gym leaders, rivals, and the champion.",True,True,False,False,True,False,False,False,False
3269,Urban Chaos,https://www.imdb.com/title/tt0278128/?ref_=adv_li_tt,1999.0,M,8.1,106.0,"D'arci Stern is a tough rookie cop in crime-ridden Union City who, with the help of a cryptic stranger called Roper, must stop the Wildcats gang from taking over as well as their shadowy boss who plans to bring about the apocalypse.",True,False,False,True,False,True,False,False,False
3270,Baten kaitos: Eternal Wings and the Lost Ocean,https://www.imdb.com/title/tt0426408/?ref_=adv_li_tt,2003.0,T,8.1,108.0,"According to the story, an evil god named Malpercio invaded the world and sucked the oceans dry, leaving the islands floating around in the sky. He was defeated by 5 spiritual heroes, who sealed the evil god in the form of 5 ""End Magnus.""",True,True,False,False,False,True,False,False,False
3271,Muppet Race Mania,https://www.imdb.com/title/tt0271073/?ref_=adv_li_tt,2000.0,E,8.5,54.0,"Kart racing game set in the Muppet movies and Fraggle Rock, allowing Muppet fans to play as their favorite characters in a variety of fun-filled courses and scenarios, straight out of the ... See full summary »",True,False,True,False,True,False,False,False,False
3272,Bruce Lee: Quest of the Dragon,https://www.imdb.com/title/tt0426419/?ref_=adv_li_tt,2002.0,T,5.9,49.0,Enter the Dragon again. This time Bruce Lee is on the trail of his kidnaped father. A journey through the globe embarks where the Dragon is about to learn the inner meaning of the Martial Arts.,True,False,False,False,False,False,False,False,False
3273,Modern Combat 4: Zero Hour,https://www.imdb.com/title/tt5771164/?ref_=adv_li_tt,2012.0,M,7.7,40.0,In this action franchise from Gameloft games they back as modern combat 4 zero hour? return as Sgt Blake to fight the territory from against man named 'edward page',True,True,False,False,False,False,False,False,False
3274,Pitfall 3-D: Beyond the Jungle,https://www.imdb.com/title/tt0253480/?ref_=adv_li_tt,1997.0,,6.2,65.0,Add a Plot,True,True,False,False,False,False,False,False,False
3275,Quantum Theory,https://www.imdb.com/title/tt1756691/?ref_=adv_li_tt,2010.0,M,3.3,39.0,"It has been 300 years since humanity collapsed in the wake of a great war. Nearly all of civilization destroyed, only small groups continue to live on in the wasteland. However, in the ... See full summary »",True,True,False,False,False,True,False,False,False
3276,Wing Commander II: Vengeance of the Kilrathi,https://www.imdb.com/title/tt0245564/?ref_=adv_li_tt,1991.0,,8.5,176.0,"The main character (whose name and callsign are given by the player) is a space fighter pilot, in a war against the Kilrathi; a race of tiger-like creatures. The Kilrathi are a vicious, ... See full synopsis »",True,True,False,False,False,False,False,True,False
3277,Planet of the Apes,https://www.imdb.com/title/tt0292190/?ref_=adv_li_tt,2001.0,T,5.3,97.0,An astronaut and his crew crash-land on a planet ruled by apes.,True,True,False,False,False,False,False,True,False
3278,Quake Champions,https://www.imdb.com/title/tt8555714/?ref_=adv_li_tt,2018.0,,7.5,61.0,Add a Plot,True,False,False,False,False,False,False,True,False
3279,Dragon Ball Z: The Legacy of Goku,https://www.imdb.com/title/tt5042356/?ref_=adv_li_tt,2002.0,E,6.1,60.0,Fight your way through the Saiyan and Namek saga's in this Dragon Ball Z adventure game.,True,True,False,False,False,True,False,False,False
3280,Metal Gear Solid: HD Collection,https://www.imdb.com/title/tt12187952/?ref_=adv_li_tt,2011.0,,9.1,69.0,The HD collection of Hideo Kojima's masterpiece series.,True,False,False,False,False,False,False,False,False
3281,Hook,https://www.imdb.com/title/tt2967854/?ref_=adv_li_tt,1992.0,,6.9,73.0,The story of Peter Pan grown up. His 2 kids gets kidnapped by Captain Hook and Peter has to go to Neverland to fight Hook and rescue his 2 kids.,True,True,False,False,True,False,False,False,False
3282,Dr. Driving,https://www.imdb.com/title/tt7094050/?ref_=adv_li_tt,2013.0,,7.3,12.0,Add a Plot,True,False,False,False,False,False,False,False,False
3283,WWE Crush Hour,https://www.imdb.com/title/tt0846120/?ref_=adv_li_tt,2003.0,,6.4,89.0,"Vince McMahon seizes control over all television networks, and creates a demolition derby-style show featuring 30 WWE superstars in custom cars with guns on them, and foreign objects to enhance the destruction of the opponent's vehicles.",True,False,False,False,False,False,False,False,False
3284,Kirby Star Allies,https://www.imdb.com/title/tt7856268/?ref_=adv_li_tt,2018.0,E10+,7.6,463.0,"After shadowy hearts rain down on the galaxy, corrupting the inhabitants of Planet Popstar, including King Dedede, Meta Knight, and Whispy Woods, Kirby sets out to investigate.",True,True,True,False,False,False,False,False,False
3285,Earth Defense Force 2017,https://www.imdb.com/title/tt1262872/?ref_=adv_li_tt,2006.0,T,8.1,55.0,"In the year 2013, radio waves from deep space are picked up by scientists, proving to humans the actual existence of alien life. In the year 2015, The Earth Defense Force, a unified ... See full synopsis »",True,False,False,False,False,True,True,False,False
3286,Ace Combat Infinity,https://www.imdb.com/title/tt3796014/?ref_=adv_li_tt,2014.0,,5.3,21.0,Add a Plot,True,True,False,False,False,False,False,True,False
3287,The Pirates of Dark Water,https://www.imdb.com/title/tt5518400/?ref_=adv_li_tt,1994.0,,6.9,16.0,The Pirates of Dark Water is a side-scrolling action game based on the Hanna-Barbera's cartoon series of the same name.,True,True,False,False,False,False,False,False,False
3288,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,https://www.imdb.com/title/tt2417722/?ref_=adv_li_tt,2011.0,,6.8,33.0,Finish the quests and win the game.,True,True,False,False,False,False,False,False,False
3289,Pokkén Tournament DX,https://www.imdb.com/title/tt6982894/?ref_=adv_li_tt,2017.0,E10+,7.3,156.0,"Enhanced port of Pokkén Tournament (2015) containing 23 different Pokémon, 36 non-playable assist Pokémon that can be summoned in battle to aid the player, and new game modes.",True,False,False,False,False,True,False,False,False
3290,Burning Rangers,https://www.imdb.com/title/tt0315338/?ref_=adv_li_tt,1998.0,E,7.8,29.0,"A group of tech geared fire fighters, called collectively as the Burning Rangers, use their abilities and futuristic gear to put out fires all over the world. They work going through four ... See full synopsis »",True,True,False,False,False,False,False,False,False
3291,The Legend of Zelda: The Wind Waker HD,https://www.imdb.com/title/tt3206522/?ref_=adv_li_tt,2013.0,E10+,9.0,1361.0,"A young boy must sail the great sea in order to save his sister from a monstrous bird and become the hero he was prophesised to be, by defeating a dark lord who intends to send the world into peril.",True,True,False,False,False,True,False,False,False
3292,Conflict: Desert Storm,https://www.imdb.com/title/tt1064859/?ref_=adv_li_tt,2002.0,,7.5,148.0,"The game takes control of a four-man squad of special forces soldiers where each soldier in the squad has a unique specialty, such as demolitions, sniper rifles, machine guns, and assault rifles.",True,False,False,False,False,False,False,False,False
3293,Knight Rider: The Game,https://www.imdb.com/title/tt0414202/?ref_=adv_li_tt,2002.0,E,6.3,33.0,"Step into the most popular TV series of the 80's and get behind the wheel of the most high-tech supercar! Knight Industry Two Thousand, better known as KITT, has returned. And this time you are in control!",True,False,False,False,False,False,False,False,False
3294,Growlanser: Wayfarer of Time,https://www.imdb.com/title/tt2343539/?ref_=adv_li_tt,2003.0,T,8.9,23.0,"Nearly 2000 years ago, humankind utilized both magic and science, and built a highly advanced civilization. However, they were attacked by powerful angels, who brought them to the brink of ... See full summary »",True,True,False,False,False,False,False,False,False
3295,The King of Fighters '95,https://www.imdb.com/title/tt0314270/?ref_=adv_li_tt,1995.0,T,7.3,122.0,Various characters fight against each other on teams or by themselves. The final boss is Rugal and each character that defeats him has its own unique ending. Two players can also compete against each other.,True,False,False,False,False,False,False,False,False
3296,WarioWare: Twisted!,https://www.imdb.com/title/tt0481575/?ref_=adv_li_tt,2004.0,E,7.8,62.0,"Wario's thrown a temper tantrum while playing his Game Boy Advance, and gone and broken it. He heads off to the manic Dr. Crygor's lab to get him to fix it. But what happens instead is that... See full summary »",True,False,True,False,True,False,False,False,False
3298,Ecco the Dolphin: Defender of the Future,https://www.imdb.com/title/tt0284079/?ref_=adv_li_tt,2000.0,E,7.3,53.0,Ecco the Dolphin once again has to save the world in this gripping and dramatic adventure game.,True,True,False,False,False,False,True,False,False
3300,Layton's Mystery Journey: Katrielle and the Millionaires' Conspiracy,https://www.imdb.com/title/tt7158402/?ref_=adv_li_tt,2017.0,,6.8,30.0,"Private detective Katrielle Layton, daughter of Professor Hershel Layton, solves a variety of bizarre cases across London, with the help of her assistant, Ernest Greeves, and their dog sidekick, Sherl.",True,False,False,True,False,False,True,False,False
3301,Sonic Rivals 2,https://www.imdb.com/title/tt1332122/?ref_=adv_li_tt,2007.0,E,7.3,89.0,"The chao have mysteriously vanished, and what do you know? Dr. Eggman is behind it. It's up to Sonic, Tails, Knuckles, Rouge, Shadow, Metal Sonic, Silver, and Espio to save the chao, find ... See full summary »",True,False,False,False,True,True,False,False,False
3302,Need for Speed: Shift,https://www.imdb.com/title/tt1502891/?ref_=adv_li_tt,2009.0,E,6.3,974.0,"Local high school boy, James Kevin attempts to relive the good old days of his nostalgic and hotwheel-filled childhood by trying to learn how to drive real motor vehicles and race cars.",True,False,False,False,False,False,False,False,False
3303,Twisted Metal: Head-on,https://www.imdb.com/title/tt0457180/?ref_=adv_li_tt,2005.0,T,7.6,133.0,"Head-On is a direct sequel to Twisted Metal 2, ignoring the events of Twisted Metal 3 and Twisted Metal 4. Akin to other games in the series, Head-On revolves around the same theme of a man... See full summary »",True,False,False,False,False,False,False,False,False
3304,Xenosaga Episode II: Jenseits von Gut und Böse,https://www.imdb.com/title/tt0376344/?ref_=adv_li_tt,2004.0,T,7.2,159.0,"4,000 years into the future, the discovery of the human race depends on the discovery of Zohar, a artifact that can destroy your enemies. Rejoin your friends Shion and KOS-MOS as they try to find Zohar in a series of expensive experiments.",True,True,False,False,False,True,False,False,False
3305,Arcania: Gothic 4,https://www.imdb.com/title/tt1753447/?ref_=adv_li_tt,2010.0,,5.2,153.0,Add a Plot,True,True,False,False,False,True,False,False,False
